"titel";"titel_key";"online_tijdsaspect";"categorie";"externe_id";"datum";"adres";"postcode";"omschrijving";"locatie";"website";"plaats";"textafbeelding";"email";"telefoonnummer";"custom_color";"custom_icon";"custom_extra_title";"iconen_id";"date_created";"date_modified";"datum_eind";"type";"instelling";"straat";"huisnummer";"postcode_2";"plaats_2";"telefoonnummer_2";"fax";"internet";"e-mail"
"Wijzer Centrum voor diagnostiek en behandeling";"wijzer_centrum_voor_diagnostiek_en_behandeling";"1";"281";"";"0000-00-00 00:00:00";"Polderweg 2";"1093KM";"";"POINT(4.92752703085528 52.3571789080153)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:47";"2016-04-29 13:12:47";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Wijzer Centrum voor diagnostiek en behandeling";"Polderweg";"2";"1093KM";"Amsterdam";"020 589 0042";"";"";""
"William Schrikker Groep";"william_schrikker_groep_9";"1";"281";"";"0000-00-00 00:00:00";"Bijlmerdreef 101";"1102BP";"";"POINT(4.95040664976164 52.3144659074043)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:48";"2016-04-29 13:12:48";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"William Schrikker Groep";"Bijlmerdreef";"101";"1102BP";"Amsterdam";"088 526 0000";"088 526 0001";"http://www.williamschrikkergroep.nu";"info@wsg.nu"
"Woonlocatie Daguerre";"woonlocatie_daguerre";"1";"281";"";"0000-00-00 00:00:00";"Daguerrestraat 113";"1087DJ";"";"POINT(4.99291858851187 52.3593381230945)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:48";"2016-04-29 13:12:48";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie Daguerre";"Daguerrestraat";"113";"1087DJ";"Amsterdam";"020 756 6800";"";"http://www.nieuwamstelrade.nl/";"zorgbemiddeling@nieuwamstelrade.nl"
"Woonlocatie De Veste";"woonlocatie_de_veste";"1";"281";"";"0000-00-00 00:00:00";"Maria Austriastraat 698";"1087JC";"";"POINT(4.99998205445306 52.3540137656677)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:48";"2016-04-29 13:12:48";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie De Veste";"Maria Austriastraat";"698";"1087JC";"Amsterdam";"020 398 7900";"";"http://www.nieuwamstelrade.nl/";"zorgbemiddeling@nieuwamstelrade.nl"
"Woonlocatie en activiteitencentrum Albatros";"woonlocatie_en_activiteitencentrum_albatros";"1";"281";"";"0000-00-00 00:00:00";"Albatrospad 68";"1021TR";"";"POINT(4.92271454980408 52.3878081531132)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:48";"2016-04-29 13:12:48";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie en activiteitencentrum Albatros";"Albatrospad";"68";"1021TR";"Amsterdam";"020 435 3120";"";"http://www.nieuwamstelrade.nl";"zorgbemiddeling@nieuwamstelrade.nl"
"Woonlocatie en activiteitencentrum Meijboom";"woonlocatie_en_activiteitencentrum_meijboom";"1";"281";"";"0000-00-00 00:00:00";"Ben van Meerendonkstraat 141";"1087LB";"";"POINT(5.01029007005629 52.3500924521695)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:48";"2016-04-29 13:12:48";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie en activiteitencentrum Meijboom";"Ben van Meerendonkstraat";"141";"1087LB";"Amsterdam";"020 756 6523";"";"http://www.nieuwamstelrade.nl";"zorgbemiddeling@nieuwamstelrade.nl"
"Woonlocatie en activiteitencentrum Meijboom";"woonlocatie_en_activiteitencentrum_meijboom_1";"1";"281";"";"0000-00-00 00:00:00";"Wim Noordhoekkade 30";"1087LH";"";"POINT(5.010859556989 52.3504357962001)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:48";"2016-04-29 13:12:48";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie en activiteitencentrum Meijboom";"Wim Noordhoekkade";"30";"1087LH";"Amsterdam";"020 756 6511";"";"http://www.nieuwamstelrade.nl";"zorgbemiddeling@nieuwamstelrade.nl"
"Woonlocatie Park de Meer";"woonlocatie_park_de_meer";"1";"281";"";"0000-00-00 00:00:00";"Anfieldroad 114";"1098WD";"";"POINT(4.94791967755041 52.3435141152205)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:48";"2016-04-29 13:12:48";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie Park de Meer";"Anfieldroad";"114";"1098WD";"Amsterdam";"020 756 6900";"";"http://www.nieuwamstelrade.nl/";"zorgbemiddeling@nieuwamstelrade.nl"
"Woonlocatie VGZ Bazelhof";"woonlocatie_vgz_bazelhof";"1";"281";"";"0000-00-00 00:00:00";"De Bazelhof 1";"1067LX";"";"POINT(4.79595723706196 52.3758197375598)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:48";"2016-04-29 13:12:48";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Bazelhof";"De Bazelhof";"1";"1067LX";"Amsterdam";"020 614 9646";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Borgerstraat";"woonlocatie_vgz_borgerstraat";"1";"281";"";"0000-00-00 00:00:00";"Borgerstraat 140";"1053RA";"";"POINT(4.86374662274143 52.3645446542265)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:48";"2016-04-29 13:12:48";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Borgerstraat";"Borgerstraat";"140";"1053RA";"Amsterdam";"020 616 7014";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Colijnstraat";"woonlocatie_vgz_colijnstraat";"1";"281";"";"0000-00-00 00:00:00";"Dr. H. Colijnstraat 80";"1067CH";"";"POINT(4.80693025749427 52.3789658099531)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:48";"2016-04-29 13:12:48";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Colijnstraat";"Dr. H. Colijnstraat";"80";"1067CH";"Amsterdam";"020 611 9028";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Czaar Peterstraat";"woonlocatie_vgz_czaar_peterstraat";"1";"281";"";"0000-00-00 00:00:00";"Czaar Peterstraat 94";"1018PS";"";"POINT(4.92902747619867 52.369668647209)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:49";"2016-04-29 13:12:49";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Czaar Peterstraat";"Czaar Peterstraat";"94";"1018PS";"Amsterdam";"088 267 3226";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ De Gooyer";"woonlocatie_vgz_de_gooyer";"1";"281";"";"0000-00-00 00:00:00";"Von Zesenstraat 298";"1093BJ";"";"POINT(4.9269244904145 52.3643217971066)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:49";"2016-04-29 13:12:49";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ De Gooyer";"Von Zesenstraat";"298";"1093BJ";"Amsterdam";"020 462 6700";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ De Werf";"woonlocatie_vgz_de_werf";"1";"281";"";"0000-00-00 00:00:00";"Klinkerweg 75";"1033PK";"";"POINT(4.89542819102772 52.4070753960839)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:49";"2016-04-29 13:12:49";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ De Werf";"Klinkerweg";"75";"1033PK";"Amsterdam";"020 630 6100";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Dusartstraat";"woonlocatie_vgz_dusartstraat";"1";"281";"";"0000-00-00 00:00:00";"Dusartstraat 17";"1072HM";"";"POINT(4.88941652644195 52.3522163426952)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:49";"2016-04-29 13:12:49";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Dusartstraat";"Dusartstraat";"17";"1072HM";"Amsterdam";"020 664 8855";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Eerste Hugo de Grootstraat";"woonlocatie_vgz_eerste_hugo_de_grootstraat";"1";"281";"";"0000-00-00 00:00:00";"Eerste Hugo de Grootstraat 13";"1052KL";"";"POINT(4.87448012923316 52.3758802079165)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:49";"2016-04-29 13:12:49";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Eerste Hugo de Grootstraat";"Eerste Hugo de Grootstraat";"13";"1052KL";"Amsterdam";"020 488 8872";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Foyer Bos & Lommer";"woonlocatie_vgz_foyer_bos_lommer";"1";"281";"";"0000-00-00 00:00:00";"Jacob van Arteveldestraat 74";"1061JB";"";"POINT(4.84192152933525 52.377136836057)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:49";"2016-04-29 13:12:49";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Foyer Bos & Lommer";"Jacob van Arteveldestraat";"74";"1061JB";"Amsterdam";"020 681 6601";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Gerrie Knetemannlaan";"woonlocatie_vgz_gerrie_knetemannlaan";"1";"281";"";"0000-00-00 00:00:00";"Gerrie Knetemannlaan 272";"1061MC";"";"POINT(4.84144858009114 52.373800207153)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:49";"2016-04-29 13:12:49";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Gerrie Knetemannlaan";"Gerrie Knetemannlaan";"272";"1061MC";"Amsterdam";"020 553 7037";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Jan Luijkenstraat";"woonlocatie_vgz_jan_luijkenstraat";"1";"281";"";"0000-00-00 00:00:00";"Jan Luijkenstraat 19";"1071CJ";"";"POINT(4.88071786589417 52.3594774914572)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:49";"2016-04-29 13:12:49";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Jan Luijkenstraat";"Jan Luijkenstraat";"19";"1071CJ";"Amsterdam";"020 676 2588";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Johan Huijsenstraat";"woonlocatie_vgz_johan_huijsenstraat";"1";"281";"";"0000-00-00 00:00:00";"Johan Huijsenstraat 17";"1087LC";"";"POINT(5.00795044586313 52.3507950070452)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:49";"2016-04-29 13:12:49";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Johan Huijsenstraat";"Johan Huijsenstraat";"17";"1087LC";"Amsterdam";"020 886 8860";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Kadoelerbreek";"woonlocatie_vgz_kadoelerbreek";"1";"281";"";"0000-00-00 00:00:00";"Crabschuytstraat 122";"1034BL";"";"POINT(4.91371669733415 52.4091811042708)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:49";"2016-04-29 13:12:49";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Kadoelerbreek";"Crabschuytstraat";"122";"1034BL";"Amsterdam";"020 493 6312";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Ketelmakerij";"woonlocatie_vgz_ketelmakerij";"1";"281";"";"0000-00-00 00:00:00";"Ketelmakerij 161";"1021PA";"";"POINT(4.9179106177706 52.3836908377516)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:49";"2016-04-29 13:12:49";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Ketelmakerij";"Ketelmakerij";"161";"1021PA";"Amsterdam";"06 2384 7652";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Koningsvrouwen van Landlust";"woonlocatie_vgz_koningsvrouwen_van_landlust";"1";"281";"";"0000-00-00 00:00:00";"Louise de Colignystraat 1A";"1055XC";"";"POINT(4.85883846939579 52.3813423257608)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:50";"2016-04-29 13:12:50";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Koningsvrouwen van Landlust";"Louise de Colignystraat";"1A";"1055XC";"Amsterdam";"020 581 3000";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Mandarijnenstraat";"woonlocatie_vgz_mandarijnenstraat";"1";"281";"";"0000-00-00 00:00:00";"Mandarijnenstraat 19";"1033LA";"";"POINT(4.89611618195055 52.4099722703145)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:50";"2016-04-29 13:12:50";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Mandarijnenstraat";"Mandarijnenstraat";"19";"1033LA";"Amsterdam";"020 493 2952";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Marcantilaan";"woonlocatie_vgz_marcantilaan";"1";"281";"";"0000-00-00 00:00:00";"Marcantilaan 57";"1051LR";"";"POINT(4.86915637879917 52.3752728344162)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:50";"2016-04-29 13:12:50";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Marcantilaan";"Marcantilaan";"57";"1051LR";"Amsterdam";"020 688 1116";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Mulderplein";"woonlocatie_vgz_mulderplein";"1";"281";"";"0000-00-00 00:00:00";"Ir. Jakoba Mulderplein 59";"1018MZ";"";"POINT(4.92479224810559 52.36605710299)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:50";"2016-04-29 13:12:50";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Mulderplein";"Ir. Jakoba Mulderplein";"59";"1018MZ";"Amsterdam";"020 626 3371";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Nieuw Sloten";"woonlocatie_vgz_nieuw_sloten";"1";"281";"";"0000-00-00 00:00:00";"Oostakkerstraat 27";"1066HR";"";"POINT(4.81618564840466 52.3445247015017)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:50";"2016-04-29 13:12:50";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Nieuw Sloten";"Oostakkerstraat";"27";"1066HR";"Amsterdam";"020 346 3205";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Oosterparkstraat";"woonlocatie_vgz_oosterparkstraat";"1";"281";"";"0000-00-00 00:00:00";"Derde Oosterparkstraat 1";"1091JS";"";"POINT(4.91308582747928 52.3555041599213)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:50";"2016-04-29 13:12:50";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Oosterparkstraat";"Derde Oosterparkstraat";"1";"1091JS";"Amsterdam";"020 462 4820";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Oosterparkstraat";"woonlocatie_vgz_oosterparkstraat_1";"1";"281";"";"0000-00-00 00:00:00";"Tweede Oosterparkstraat 242";"1092BV";"";"POINT(4.92078007158038 52.3580512888408)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:50";"2016-04-29 13:12:50";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Oosterparkstraat";"Tweede Oosterparkstraat";"242";"1092BV";"Amsterdam";"020 462 4820";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Overleg";"woonlocatie_vgz_overleg";"1";"281";"";"0000-00-00 00:00:00";"Overleg 129";"1068RM";"";"POINT(4.80229635667608 52.3550445097738)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:50";"2016-04-29 13:12:50";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Overleg";"Overleg";"129";"1068RM";"Amsterdam";"020 619 2647";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Overtoomse hof";"woonlocatie_vgz_overtoomse_hof";"1";"281";"";"0000-00-00 00:00:00";"Jan Voermanstraat 35";"1061XB";"";"POINT(4.83756706942673 52.368254788488)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:50";"2016-04-29 13:12:50";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Overtoomse hof";"Jan Voermanstraat";"35";"1061XB";"Amsterdam";"020 611 4393";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Parkhof";"woonlocatie_vgz_parkhof";"1";"281";"";"0000-00-00 00:00:00";"Parkhof 100";"1106TA";"";"POINT(4.97938491945608 52.2968903856488)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:50";"2016-04-29 13:12:50";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Parkhof";"Parkhof";"100";"1106TA";"Amsterdam";"020 312 2300";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Pieter Langendijkstraat";"woonlocatie_vgz_pieter_langendijkstraat";"1";"281";"";"0000-00-00 00:00:00";"Pieter Langendijkstraat 1";"1054XW";"";"POINT(4.86054859311108 52.3618521225528)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:51";"2016-04-29 13:12:51";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Pieter Langendijkstraat";"Pieter Langendijkstraat";"1";"1054XW";"Amsterdam";"020 685 6102";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Polderwegflat";"woonlocatie_vgz_polderwegflat";"1";"281";"";"0000-00-00 00:00:00";"Polderweg 8";"1093KM";"";"POINT(4.92743961050122 52.3571156545033)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:51";"2016-04-29 13:12:51";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Polderwegflat";"Polderweg";"8";"1093KM";"Amsterdam";"020 462 4820";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Seegersplein";"woonlocatie_vgz_seegersplein";"1";"281";"";"0000-00-00 00:00:00";"Wethouder Seegersplein 23";"1107DM";"";"POINT(4.99326637320481 52.2920301004237)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:51";"2016-04-29 13:12:51";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Seegersplein";"Wethouder Seegersplein";"23";"1107DM";"Amsterdam";"020 696 7401";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Senecastraat";"woonlocatie_vgz_senecastraat";"1";"281";"";"0000-00-00 00:00:00";"Senecastraat 7";"1064ZJ";"";"POINT(4.81302818604178 52.3730636181079)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:51";"2016-04-29 13:12:51";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Senecastraat";"Senecastraat";"7";"1064ZJ";"Amsterdam";"020 613 0498";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Sleewijkstraat";"woonlocatie_vgz_sleewijkstraat";"1";"281";"";"0000-00-00 00:00:00";"Sleewijkstraat 36";"1107TV";"";"POINT(4.97213935367325 52.2910231066339)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:51";"2016-04-29 13:12:51";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Sleewijkstraat";"Sleewijkstraat";"36";"1107TV";"Amsterdam";"020 696 2842";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Spreeuwenpark";"woonlocatie_vgz_spreeuwenpark";"1";"281";"";"0000-00-00 00:00:00";"Spreeuwenpark 32";"1021GX";"";"POINT(4.91485304425909 52.3839213494348)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:51";"2016-04-29 13:12:51";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Spreeuwenpark";"Spreeuwenpark";"32";"1021GX";"Amsterdam";"020 632 1162";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Walmolen";"woonlocatie_vgz_walmolen";"1";"281";"";"0000-00-00 00:00:00";"Walmolen 18";"1035BK";"";"POINT(4.88959455682267 52.4187978779284)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:51";"2016-04-29 13:12:51";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Walmolen";"Walmolen";"18";"1035BK";"Amsterdam";"020 431 1520";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Watertoren";"woonlocatie_vgz_watertoren";"1";"281";"";"0000-00-00 00:00:00";"Haarlemmerweg 301";"1051LG";"";"POINT(4.86770491594103 52.3850990305875)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:52";"2016-04-29 13:12:52";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Watertoren";"Haarlemmerweg";"301";"1051LG";"Amsterdam";"020 488 8872";"";"http://www.cordaan.nl";""
"Woonlocatie VGZ Wenckebachweg";"woonlocatie_vgz_wenckebachweg";"1";"281";"";"0000-00-00 00:00:00";"H.J.E. Wenckebachweg 3012";"1096DP";"";"POINT(4.92705522818391 52.3375568494493)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:52";"2016-04-29 13:12:52";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie VGZ Wenckebachweg";"H.J.E. Wenckebachweg";"3012";"1096DP";"Amsterdam";"06 2222 0028";"";"http://www.cordaan.nl";""
"Woonlocatie Zoelenkerkstraat";"woonlocatie_zoelenkerkstraat";"1";"281";"";"0000-00-00 00:00:00";"Clauskindereweg 21";"1069HN";"";"POINT(4.79483683066453 52.3552500839297)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:52";"2016-04-29 13:12:52";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonlocatie Zoelenkerkstraat";"Clauskindereweg";"21";"1069HN";"Amsterdam";"020 610 1641";"";"http://www.nieuwamstelrade.nl/";"zorgbemiddeling@nieuwamstelrade.nl"
"Woonvoorziening Anfieldroad";"woonvoorziening_anfieldroad";"1";"281";"";"0000-00-00 00:00:00";"Anfieldroad 244";"1098WE";"";"POINT(4.94904192418658 52.3428082444303)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:52";"2016-04-29 13:12:52";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonvoorziening Anfieldroad";"Anfieldroad";"244";"1098WE";"Amsterdam";"020 463 3681";"";"http://www.philadelphia.nl";""
"Woonvoorziening Bijlmerdreef";"woonvoorziening_bijlmerdreef";"1";"281";"";"0000-00-00 00:00:00";"Bijlmerdreef 1361";"1103SC";"";"POINT(4.97738036016004 52.3235142319461)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:52";"2016-04-29 13:12:52";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonvoorziening Bijlmerdreef";"Bijlmerdreef";"1361";"1103SC";"Amsterdam";"0800 0830";"";"http://www.philadelphia.nl";""
"Woonvoorziening Bruins Slotstraat";"woonvoorziening_bruins_slotstraat_1";"1";"281";"";"0000-00-00 00:00:00";"Bruins Slotstraat 1";"1067VB";"";"POINT(4.79131161638893 52.3783759379619)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:52";"2016-04-29 13:12:52";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonvoorziening Bruins Slotstraat";"Bruins Slotstraat";"1";"1067VB";"Amsterdam";"";"";"http://www.philadelphia.nl";"amsterdam@philadelphia.nl"
"Woonvoorziening De Kleine Hakke";"woonvoorziening_de_kleine_hakke";"1";"281";"";"0000-00-00 00:00:00";"Willy La Croixstraat 1";"1069PA";"";"POINT(4.78342338717472 52.3536824615856)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:52";"2016-04-29 13:12:52";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonvoorziening De Kleine Hakke";"Willy La Croixstraat";"1";"1069PA";"Amsterdam";"020 610 1181";"";"http://www.philadelphia.nl";""
"Woonvoorziening De Luifel";"woonvoorziening_de_luifel";"1";"281";"";"0000-00-00 00:00:00";"Rode Kruisstraat 2";"1025KN";"";"POINT(4.93437694809992 52.3936593397385)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:52";"2016-04-29 13:12:52";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonvoorziening De Luifel";"Rode Kruisstraat";"2";"1025KN";"Amsterdam";"020 435 3130";"";"http://www.philadelphia.nl";""
"Woonvoorziening Egoliplein";"woonvoorziening_egoliplein";"1";"281";"";"0000-00-00 00:00:00";"EGoliplein 2";"1103AB";"";"POINT(4.96024808435073 52.3219796584182)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:53";"2016-04-29 13:12:53";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonvoorziening Egoliplein";"EGoliplein";"2";"1103AB";"Amsterdam";"0800-0830";"";"http://www.philadelphia.nl";""
"Woonvoorziening Hertingenstraat";"woonvoorziening_hertingenstraat";"1";"281";"";"0000-00-00 00:00:00";"Hertingenstraat 190";"1069HD";"";"POINT(4.79664877802264 52.354764808849)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:53";"2016-04-29 13:12:53";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonvoorziening Hertingenstraat";"Hertingenstraat";"190";"1069HD";"Amsterdam";"020 410 0195";"";"http://www.philadelphia.nl";""
"Woonvoorziening Julius Pergerstraat";"woonvoorziening_julius_pergerstraat";"1";"281";"";"0000-00-00 00:00:00";"Julius Pergerstraat 4";"1087KP";"";"POINT(5.00239330687411 52.3518555955893)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:53";"2016-04-29 13:12:53";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonvoorziening Julius Pergerstraat";"Julius Pergerstraat";"4";"1087KP";"Amsterdam";"0800 0830";"";"http://www.philadelphia.nl";""
"Woonvoorziening Kinkerstraat";"woonvoorziening_kinkerstraat";"1";"281";"";"0000-00-00 00:00:00";"Kinkerstraat 44";"1053DX";"";"POINT(4.87442336715766 52.3680876077229)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:53";"2016-04-29 13:12:53";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonvoorziening Kinkerstraat";"Kinkerstraat";"44";"1053DX";"Amsterdam";"020 589 3258";"";"http://www.philadelphia.nl";""
"Woonvoorziening Korte Water";"woonvoorziening_korte_water_1";"1";"281";"";"0000-00-00 00:00:00";"Korte Water 300";"1069GT";"";"POINT(4.78601987862629 52.3533307908868)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:53";"2016-04-29 13:12:53";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Woonvoorziening Korte Water";"Korte Water";"300";"1069GT";"Amsterdam";"020 667 5656";"";"http://www.philadelphia.nl";""
